r_profile_id,asset_name,asset_id
16067,1537,520
13419492,1626,1208
22541,1661,928
3155153,1663,582
19081332,1666,813
20088,1730,876
2850561,1746,557
9763,332,797
9759,346,745
9761,347,748
9758,348,752
4337015,349,750
4226438,350,753
9756,351,749
4226430,352,746
6338011,353,747
4338454,354,744
4338289,355,751
4336495,712,659
4336506,815,658
4337010,834,660
16079,1060,663
3966578,1405,679
22866417,37,802
19449,459,852
25039,221,310
25037,222,308
25038,224,309
12423730,461,312
20476195,667,307
20476191,668,306
20471142,1211,305
13472789,1436,311
19906790,1437,314
19906798,1438,313
23942783,105,654
13682236,365,428
2961875,809,360
9766,1303,765
4385692,1428,720
14795035,1462,543
9767,1604,767
18056895,1755,674
23942770,1772,665
2961877,1813,389
2961870,1818,379
3990229,491,669
4403980,1120,563
10587700,1282,633
19405,1467,738
19406,1468,740
19407,1469,739
1263112,100,450
19264,341,820
20125,372,803
9775,533,806
9777,653,514
3663706,670,336
3663707,671,337
3663708,672,338
3663700,673,339
3663778,674,340
9778,678,515
20126,1035,787
20127,1149,822
3663790,1214,1328
9770,1488,395
16539510,1500,419
9774,1647,516
64114,611,267
64115,612,268
64116,613,269
23390,134,1575
23303,172,1442
23325,280,1635
23397,389,1434
21116,627,1379
23400,643,1500
23471,713,1550
21089,1005,1584
23341,1011,1583
23370,1061,1541
23300,1078,1594
23519,1079,1596
23526,1115,1377
23493,1116,1395
23292,1203,1636
23426,1237,1654
21125,1616,1376
19423,1068,52
22811,1050,91
25567,1051,92
25568,1052,93
25569,1053,94
25571,1054,95
24823,1696,82
19385,44,114
21735,322,120
21734,432,182
16349,576,173
15184,1311,150
21715,1499,145
21699,1598,136
52554,1501,1218
25839,921,221
41259,922,222
42089,1315,224
25838,1530,226
22719,966,290
22718,1100,291
15267,52,279
15224,452,1365
15146,860,1362
15226,919,277
16662,965,276
15275,1017,275
15311,1529,280
15197,1595,278
15212,1649,281
15307,1712,1361
15307,1712,1364
15155,1819,1363
22197,390,109
29974,538,14
22193,766,77
62944,928,81
22195,972,78
16319,1646,80
20401,1723,79
27256,1846,74
27259,384,247
62946,660,250
62947,732,229
20400,925,246
27258,929,248
27261,1849,249
78283,940,1514
78284,945,1612
21110142,444,939
28605760,1433,1109
78277,552,253
78278,553,254
78280,1227,1690
78281,1228,1691
78285,1076,1622
78286,1077,1595
78287,1161,1665
78288,1162,1666
